State,Year,med_legal_year,rec_legal_year,burglary_total,mv_theft_total,drug_vio_total,larceny_total,agg_assault_total,homicide_total,robbery_total,unem_rate,pop_est,poverty_rate,med_house_income,educ_attainment
Alabama,2005,2021,,35828,10796,6,97640,9016,308,5636,4.5,4569805,16.7,37150,79
Alabama,2006,2021,,34957,11905,3,93940,7798,312,5980,4,4628981,14.3,37950,80.1
Alabama,2007,2021,,39221,12439,3,107798,9635,351,6728,4.1,4672840,14.5,42210,80.4
Alabama,2008,2021,,47238,12728,1,118629,10883,336,7042,5.9,4718206,14.3,44480,81.9
Alabama,2009,2021,,47280,10771,6,114313,12624,318,6122,9.7,4757938,16.6,39980,82.1
Alabama,2010,2021,,37009,9183,9,101661,10435,219,3977,10.4,4785514,17.2,40930,82.1
Alabama,2011,2021,,49629,10426,19,108787,13204,296,4840,9.6,4799642,15.4,42590,82.7
Alabama,2012,2021,,46176,9630,96,108195,14612,336,4935,8.2,4816632,16.2,43460,84
Alabama,2013,2021,,39860,10066,61,103176,13041,295,4429,7.4,4831586,16.7,47320,84.5
Alabama,2014,2021,,37397,9607,113,98385,12970,269,4480,6.8,4843737,17.8,42280,84.7
Alabama,2015,2021,,33854,9945,86,95735,15315,343,4495,6.1,4854803,16.3,44510,84.9
Alabama,2016,2021,,33167,11377,148,95059,18314,396,4563,5.8,4866824,16.2,47220,85.1
Alabama,2017,2021,,29909,12075,711,94455,17729,397,3922,4.5,4877989,15.3,50870,86.5
Alabama,2018,2021,,27055,12364,470,90369,17774,361,3873,3.9,4891628,16,49940,86.6
Alabama,2019,2021,,9621,4820,718,37753,7411,138,1109,3.2,4907965,12.9,56200,87.1
Alabama,2020,2021,,8885,5110,2404,35711,8302,240,1179,6.4,5033094,14.9,54690,88
Alabama,2021,2021,,11971,8192,20011,42982,12224,418,1275,3.4,5049196,15.9,56930,87.9
Alabama,2022,2021,,13792,9717,30231,59690,15703,516,1612,2.5,5076181,13.6,59910,88.8
Alabama,2023,2021,,12796,10123,28667,61971,15783,491,1779,2.5,5117673,14.2,60660,89.1
,,,,,,,,,,,,,,,
Alaska,2005,1998,2014,4060,2560,0,16840,3035,32,533,6.9,666946,10.8,55890,91
Alaska,2006,1998,2014,4105,2511,0,17006,3427,35,597,6.6,675302,10.9,56420,89.7
Alaska,2007,1998,2014,3686,2406,0,16658,3312,43,578,6.2,680300,9.8,62990,90.5
Alaska,2008,1998,2014,3211,1616,0,15082,3334,27,644,6.5,687455,9.2,63990,91.6
Alaska,2009,1998,2014,3570,1674,0,15106,3210,22,652,7.8,698895,9.1,61600,91.4
Alaska,2010,1998,2014,3085,1608,0,15413,3361,31,592,8,713982,11,57850,91
Alaska,2011,1998,2014,2842,1377,0,14742,3352,30,576,7.6,722349,10.8,57430,91.8
Alaska,2012,1998,2014,2939,1514,0,15452,3150,30,628,7.1,730810,10.8,63650,92
Alaska,2013,1998,2014,2902,1686,0,16495,3105,34,623,6.9,737626,10.1,72470,91.6
Alaska,2014,1998,2014,3136,1730,0,15350,3224,41,627,6.7,737075,11.4,67630,92.9
Alaska,2015,1998,2014,3496,2039,0,15169,3652,59,759,6.3,738430,10.4,75110,92.6
Alaska,2016,1998,2014,4036,3049,0,17683,3992,52,848,6.6,742575,9.9,75720,93.1
Alaska,2017,1998,2014,4153,4250,0,17683,4236,62,949,6.6,740983,11,77990,91.7
Alaska,2018,1998,2014,3975,3992,0,16327,4377,47,896,6.1,736624,11.1,68730,93.3
Alaska,2019,1998,2014,3558,2612,0,15095,4349,69,826,5.6,733603,10.2,78390,93.6
Alaska,2020,1998,2014,2741,1946,2,11721,4215,48,705,8.3,733017,9.6,74750,93.7
Alaska,2021,1998,2014,872,710,1166,3449,1666,23,102,6.4,734420,10.8,81130,93.3
Alaska,2022,1998,2014,2003,1810,1156,9448,3983,70,555,4.3,734442,10.8,89740,93.3
Alaska,2023,1998,2014,1852,1985,1421,10006,3868,59,572,4.2,736510,10.5,98190,93.2
,,,,,,,,,,,,,,,
Arizona,2005,2010,2020,53254,53093,0,169406,18561,425,8426,4.6,5839077,14.4,45250,83.8
Arizona,2006,2010,2020,58608,56248,27,157918,21196,527,9442,4.3,6029141,14.2,46660,83.8
Arizona,2007,2010,2020,58424,49292,27,156763,19520,540,9693,3.7,6167681,14.1,47220,83.5
Arizona,2008,2010,2020,58074,38278,0,150815,18843,459,9768,5.8,6280362,14.7,46910,83.8
Arizona,2009,2010,2020,53838,26216,270,137349,17580,378,8159,9.7,6343154,16.5,45740,84.2
Arizona,2010,2010,2020,50150,21328,94,135329,16426,405,6901,10.4,6407342,17.6,46900,85.6
Arizona,2011,2010,2020,54100,19624,396,138014,16829,389,7117,9.5,6473416,19,48620,85.7
Arizona,2012,2010,2020,52218,18683,248,132959,17829,351,7350,8.4,6556344,18.7,47040,85.7
Arizona,2013,2010,2020,47820,16784,469,156768,17164,351,6627,7.8,6634690,18.6,52610,85.9
Arizona,2014,2010,2020,42554,17019,496,150247,16182,305,6176,6.8,6732873,18.2,49250,86.1
Arizona,2015,2010,2020,37677,16687,651,151064,20198,304,6334,6.1,6832810,17.4,52250,86.1
Arizona,2016,2010,2020,37894,18328,1089,149515,21130,389,7008,5.5,6944767,16.4,57100,86.7
Arizona,2017,2010,2020,37626,19044,2409,147537,24304,423,7418,5,7048088,14.9,59700,87.2
Arizona,2018,2010,2020,31293,18991,2264,140053,22957,379,6612,4.8,7164228,14.1,62280,87.5
Arizona,2019,2010,2020,28286,17812,2563,128660,22257,358,6366,4.8,7291843,13.5,70670,87.6
Arizona,2020,2010,2020,24054,17799,7807,121475,25300,480,6256,7.8,7187135,12.8,67090,89.1
Arizona,2021,2010,2020,10377,6796,14616,54796,9927,207,1361,5,7274078,12.9,70820,89
Arizona,2022,2010,2020,20691,18969,20872,116648,23481,526,5487,3.7,7377566,12.5,73450,89.2
Arizona,2023,2010,2020,17530,20452,20937,95136,22065,442,4605,3.7,7473027,12.6,82660,89.4
,,,,,,,,,,,,,,,
Arkansas,2005,2016,,28598,6991,1470,72508,10340,181,2479,5.3,2781097,17.2,36660,81
Arkansas,2006,2016,,31241,7353,1294,71536,11006,204,2727,5.2,2821761,17.3,37060,80.5
Arkansas,2007,2016,,31388,6892,1960,72136,10386,196,3080,5.4,2848650,17.6,40800,81.1
Arkansas,2008,2016,,33463,6493,2318,69152,10134,164,2753,5.4,2874554,17.3,39590,82
Arkansas,2009,2016,,33111,5822,2480,66086,10299,171,2533,7.7,2896843,18.5,36540,82.4
Arkansas,2010,2016,,31117,5378,2754,63853,10493,132,2334,7.8,2921998,18.7,38590,82.9
Arkansas,2011,2016,,33369,5673,3125,69572,10275,159,2337,7.9,2941038,19.3,41300,83.8
Arkansas,2012,2016,,32014,5630,3407,69795,9987,173,2287,7.3,2952876,19.6,39020,84.8
Arkansas,2013,2016,,28808,5418,3712,67606,9352,155,2212,7,2960459,19.4,39380,84.4
Arkansas,2014,2016,,22909,5171,3511,63620,9586,165,1880,5.9,2968759,18.7,44920,85.3
Arkansas,2015,2016,,21475,5521,3712,64345,10820,178,2042,5,2979732,18.7,42800,85.4
Arkansas,2016,2016,,22855,6961,5806,63862,11551,210,2071,4,2991815,17.2,45910,86
Arkansas,2017,2016,,21457,7002,20499,61610,12126,251,1847,3.7,3003855,16.3,49750,86.7
Arkansas,2018,2016,,19077,7167,22009,61105,12465,229,1578,3.6,3012161,16.8,49780,87.2
Arkansas,2019,2016,,17305,7243,21792,59209,13047,235,1499,3.5,3020985,16,54540,87.5
Arkansas,2020,2016,,15596,7818,19466,54674,16008,321,1454,6.2,3014546,15.2,50780,88.2
Arkansas,2021,2016,,14380,8344,20738,52608,16861,326,1276,4,3026870,16,50780,88.7
Arkansas,2022,2016,,14098,7646,18803,52937,15827,311,1210,3.2,3047704,16.3,53980,89.1
Arkansas,2023,2016,,12413,6622,18884,48872,15123,290,1157,3.1,3069463,15.4,63250,89.3
,,,,,,,,,,,,,,,
California,2005,1996,2016,249563,256998,0,688818,114321,2503,63424,5.4,35827943,13.3,51760,80.1
California,2006,1996,2016,247230,243655,0,669103,111620,2486,71142,4.9,36021202,13.1,55320,80.1
California,2007,1996,2016,237841,220123,0,654493,109540,2262,70701,5.3,36250311,12.4,55730,80.2
California,2008,1996,2016,237802,192529,0,650643,104895,2142,69388,7.3,36604337,13.3,57010,80.2
California,2009,1996,2016,229571,163556,0,613676,99947,1972,64006,11.4,36961229,14.2,56130,80.6
California,2010,1996,2016,228759,152500,0,600426,95829,1809,58100,12.3,37319550,15.8,54280,80.7
California,2011,1996,2016,229955,146772,0,596606,91149,1792,54268,11.7,37636311,16.6,53370,81.1
California,2012,1996,2016,245645,168542,0,634798,94667,1884,56499,10.4,37944551,17,57020,81.5
California,2013,1996,2016,232009,165262,0,621430,89010,1746,53632,9,38253768,16.8,60790,81.7
California,2014,1996,2016,202632,151826,0,592565,91790,1700,48673,7.6,38586706,16.4,60490,82.1
California,2015,1996,2016,197234,170819,0,655952,99231,1861,52805,6.2,38904296,15.4,63640,82.2
California,2016,1996,2016,188195,176706,0,636677,104337,1930,54774,5.5,39149186,14.4,66640,82.4
California,2017,1996,2016,176666,168369,0,641961,105408,1830,56611,4.8,39337785,13.3,70040,83.3
California,2018,1996,2016,164591,155204,0,621520,105382,1739,54321,4.3,39437463,12.8,70490,83.8
California,2019,1996,2016,151664,140783,1,623201,104846,1679,52053,4.1,39437610,11.8,78100,84
California,2020,1996,2016,145418,168086,63,527896,113572,2202,44693,10.2,39521958,11.5,77650,84.4
California,2021,1996,2016,26036,31862,37834,100505,26543,392,6725,7.4,39142565,12.3,81580,84.4
California,2022,1996,2016,144468,183730,68429,582095,129375,2235,47922,4.3,39142414,12.2,85300,84.7
California,2023,1996,2016,133924,197973,93340,566022,135959,1913,49438,4.7,39198693,12,89870,84.8
,,,,,,,,,,,,,,,
Colorado,2005,2000,2012,33855,25348,6033,123470,11999,166,3868,5.1,4631888,10.9,50450,88.7
Colorado,2006,2000,2012,32307,20601,5193,109920,12584,171,3818,4.2,4720423,11.6,55700,88
Colorado,2007,2000,2012,28491,16560,4899,99687,11296,155,3452,3.7,4803868,11.5,61140,88.9
Colorado,2008,2000,2012,27855,13275,5499,97124,11655,165,3392,4.8,4889730,11.2,60940,88.9
Colorado,2009,2000,2012,26371,12398,4848,94059,11106,157,3359,8,4972195,12.6,55930,89.3
Colorado,2010,2000,2012,25655,11108,5069,95381,11176,127,3144,9.1,5047539,13.2,60230,89.7
Colorado,2011,2000,2012,25422,10923,5535,94816,10213,154,3287,8.7,5121900,13.4,58630,90.2
Colorado,2012,2000,2012,25651,11939,7006,98744,10116,163,3369,8,5193660,13.6,57260,90.6
Colorado,2013,2000,2012,24736,12390,5919,101016,9691,172,3122,6.7,5270774,12.9,67910,90.5
Colorado,2014,2000,2012,23134,12471,7140,98254,10081,148,3021,5,5352637,12.1,60940,90.5
Colorado,2015,2000,2012,23369,15969,8179,102527,10487,173,3305,3.7,5454328,11.5,66600,91.2
Colorado,2016,2000,2012,23548,19487,9835,107057,11595,188,3511,3.1,5543844,11,70570,91.4
Colorado,2017,2000,2012,22599,21762,20778,105470,12645,224,3808,2.6,5617421,10.3,74980,91.6
Colorado,2018,2000,2012,21606,21921,22507,109217,14412,218,3790,3,5697155,9.7,73030,91.9
Colorado,2019,2000,2012,20087,21637,21948,107626,14010,231,3720,2.7,5758486,9.4,72500,92.4
Colorado,2020,2000,2012,23458,30505,14769,111611,16800,305,3983,6.8,5787129,9,83780,92.7
Colorado,2021,2000,2012,24378,41272,15710,116963,18928,366,4330,5.5,5814036,9.7,84950,92.4
Colorado,2022,2000,2012,23260,46174,16582,115767,20619,384,4393,3.1,5850935,9.5,89930,93
Colorado,2023,2000,2012,21249,38678,17586,110634,20591,317,3840,3.3,5901339,9.4,96640,93.3
,,,,,,,,,,,,,,,
Connecticut,2005,2012,2021,14558,9585,1654,61510,4212,103,3412,4.9,3506956,13.3,56840,87.9
Connecticut,2006,2012,2021,15511,10255,2291,64482,5188,137,4448,4.4,3517460,13.1,62400,88
Connecticut,2007,2012,2021,15640,9951,682,60937,5441,113,4303,4.5,3527270,12.4,64140,88
Connecticut,2008,2012,2021,15107,8891,2260,63212,5882,132,4043,5.6,3545579,13.3,64680,88.6
Connecticut,2009,2012,2021,15171,7461,1900,59978,5822,106,4000,8.3,3561807,14.2,64850,88.6
Connecticut,2010,2012,2021,15145,6701,1624,56413,5802,132,3553,9.5,3579173,15.8,66000,88.6
Connecticut,2011,2012,2021,15468,6670,1826,55067,5382,129,3689,9,3588632,16.6,65420,89.1
Connecticut,2012,2012,2021,14787,6478,1604,55904,5424,143,3709,8.4,3595211,17,64250,89.9
Connecticut,2013,2012,2021,12934,6241,2586,52099,4906,91,3551,8,3595792,16.8,69290,89.7
Connecticut,2014,2012,2021,12017,6114,3479,51195,4520,89,3172,6.6,3595697,16.4,70160,90.1
Connecticut,2015,2012,2021,10286,6426,3508,48898,4099,116,2925,5.6,3588561,15.4,72890,90.2
Connecticut,2016,2012,2021,10105,7126,4377,47637,4587,80,2711,4.9,3579830,14.4,75920,90.5
Connecticut,2017,2012,2021,8904,7322,10063,47404,4417,109,2814,4.4,3575324,13.3,74300,90.4
Connecticut,2018,2012,2021,8032,7425,9975,44761,4320,91,2206,3.9,3574561,12.8,72810,90.9
Connecticut,2019,2012,2021,6486,5991,9676,38691,3745,106,1944,3.6,3566022,11.8,87290,90.7
Connecticut,2020,2012,2021,6766,8509,6246,40963,3715,150,2072,8,3579918,11.5,79430,91.6
Connecticut,2021,2012,2021,5567,7785,5636,42541,3291,159,1976,6.5,3606607,12.3,80960,91.1
Connecticut,2022,2012,2021,4780,7175,4524,42847,3084,140,1659,4,3617925,12.2,90730,91.5
Connecticut,2023,2012,2021,4687,10646,4353,41395,3046,137,1585,3.2,3643023,12,92240,91.8
,,,,,,,,,,,,,,,
Deleware,2005,2011,2023,5901,2397,146,18359,3719,41,1361,4.1,845150,10.3,51240,85.6
Deleware,2006,2011,2023,6337,2884,7,20448,3733,42,1791,3.6,859268,10.7,52440,85.5
Deleware,2007,2011,2023,6420,2342,175,20452,3957,39,1763,3.4,871749,10.3,54590,87.4
Deleware,2008,2011,2023,6783,2557,191,22045,3912,57,1847,4.9,883874,10.3,50700,87.2
Deleware,2009,2011,2023,6933,1905,188,20802,3592,41,1679,8.2,891730,11.2,52110,87.4
Deleware,2010,2011,2023,7550,1935,2451,21593,3391,51,1839,8.3,899647,11.9,55210,87.7
Deleware,2011,2011,2023,7617,1545,2487,22001,3231,48,1558,7.4,907590,12.6,54660,87
Deleware,2012,2011,2023,7390,1438,2444,21881,3245,56,1498,7,915518,12.7,48970,88.5
Deleware,2013,2011,2023,6296,1355,2754,21339,2960,41,1233,6.5,924062,12.9,54090,88.3
Deleware,2014,2011,2023,5765,1265,3756,20880,2857,50,1271,5.6,933131,13,57520,89
Deleware,2015,2011,2023,4797,1193,4040,19555,3097,62,1240,4.8,942065,12.6,57760,88.9
Deleware,2016,2011,2023,5028,1530,3615,19811,3131,58,1359,4.5,949989,11.8,58050,89.3
Deleware,2017,2011,2023,3951,1357,8046,18096,2887,49,1079,4.4,957942,13,64960,90.6
Deleware,2018,2011,2023,3142,1469,8770,17777,2833,47,860,3.7,966985,12.2,65010,89.8
Deleware,2019,2011,2023,2973,1596,9479,17314,2949,46,784,3.6,976668,11.2,74190,90.3
Deleware,2020,2011,2023,2520,1666,6757,15203,3272,73,697,7.5,991928,10.9,70020,91
Deleware,2021,2011,2023,2402,1674,6254,14864,3244,97,565,5.4,1005062,11.5,68690,91.4
Deleware,2022,2011,2023,2079,1780,6366,16275,3084,49,583,4.2,1020625,10,80750,92
Deleware,2023,2011,2023,1851,2572,5154,15620,3264,46,543,3.8,1036423,10.8,86340,91.4
,,,,,,,,,,,,,,,
Florida,2005,2016,,164328,75122,1,471360,88141,879,30076,3.7,17842038,12.8,42990,84.6
Florida,2006,2016,,170660,76382,1,473148,87732,1128,34110,3.3,18166990,12.6,45680,84.5
Florida,2007,2016,,181577,73543,0,490085,86249,1202,38112,4,18367842,12.1,45790,84.9
Florida,2008,2016,,188192,63453,0,506268,82716,1168,36233,6.3,18527305,13.3,44860,85.2
Florida,2009,2016,,181658,50204,0,479282,76023,1017,30881,10.2,18652644,15,45630,85.3
Florida,2010,2016,,169018,41439,0,458159,69482,987,26071,11.2,18846143,16.5,44070,85.5
Florida,2011,2016,,170122,39612,0,461265,66299,984,25615,10.2,19055607,17,45110,85.9
Florida,2012,2016,,153335,37275,0,441369,63845,1009,23853,8.7,19302016,17.2,46070,86.5
Florida,2013,2016,,138442,34825,0,432066,60834,970,23151,7.5,19551678,17.1,48530,86.8
Florida,2014,2016,,120963,36111,0,424998,61404,981,21576,6.4,19853880,16.6,46140,87.2
Florida,2015,2016,,109001,40577,0,419379,63738,1040,21097,5.5,20219111,15.8,48830,87.6
Florida,2016,2016,,100090,43044,2,409379,59678,1108,20132,4.9,20627237,14.8,51180,87.4
Florida,2017,2016,,88783,42885,1,395152,57986,1057,18584,4.3,20977089,14.1,53090,88.4
Florida,2018,2016,,71816,41132,9,372598,55504,1107,16874,3.6,21254926,13.7,54640,88.5
Florida,2019,2016,,63149,38982,12,357835,55333,1120,16199,3.2,21492056,12.7,58370,88.4
Florida,2020,2016,,52027,38087,72,292842,60693,1288,13470,8.1,21592035,12.4,57760,89.6
Florida,2021,2016,,9387,7469,19020,68800,15733,368,2484,4.7,21831949,13.2,59730,89.8
Florida,2022,2016,,30817,23530,28722,214600,44147,919,8292,3,22379312,12.7,65370,89.9
Florida,2023,2016,,26183,22654,36203,188465,36799,754,6855,3,22904868,12.4,72200,90.2
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Hawaii,2005,2000,,10073,8858,0,41704,2075,25,1022,3.1,1292729,9.9,59590,88.1
Hawaii,2006,2000,,8220,7600,0,36345,1999,20,1130,2.7,1309731,9.4,60470,89
Hawaii,2007,2000,,9089,6283,0,37494,2021,24,1122,2.4,1315675,8.5,64020,89.4
Hawaii,2008,2000,,9404,5116,0,31424,2036,26,1085,3.1,1332213,9.3,61520,90.3
Hawaii,2009,2000,,9244,4857,0,33415,2112,23,1030,5.8,1346717,10.4,55650,90.4
Hawaii,2010,2000,,8706,5280,0,31681,2136,25,1065,6.8,1364004,11.1,59540,89.9
Hawaii,2011,2000,,8165,4469,0,31240,2098,20,994,6.6,1379562,12.1,59050,90.6
Hawaii,2012,2000,,7653,3865,0,31901,1953,21,1125,6.4,1395199,11.8,56260,90.4
Hawaii,2013,2000,,5009,2724,0,20639,1417,21,562,5,1408822,11.2,64240,91
Hawaii,2014,2000,,4094,2743,0,17197,1039,15,428,4.6,1415335,11.5,71220,91.7
Hawaii,2015,2000,,6810,5439,0,33140,1878,29,1085,3.8,1422999,10.7,64510,90.9
Hawaii,2016,2000,,5983,5499,12,30871,1831,35,985,3.1,1428885,9.5,72130,92
Hawaii,2017,2000,,5549,5269,112,29574,1894,39,1077,2.6,1425763,9.5,73600,92.3
Hawaii,2018,2000,,5722,5718,2456,29626,1958,37,952,2.1,1423102,9,80110,92
Hawaii,2019,2000,,5547,5235,2456,29924,2024,31,1081,2.8,1415615,9,88010,92.4
Hawaii,2020,2000,,4690,5391,2288,24206,2151,48,867,2.2,1451252,8.9,80830,93.3
Hawaii,2021,2000,,4813,6853,4444,26419,2227,27,902,9.5,1447029,10.9,82200,92.9
Hawaii,2022,2000,,4033,6334,4127,26462,2187,39,1008,3.1,1440359,10,91010,92.9
Hawaii,2023,2000,,2879,5080,2916,19015,1720,29,668,3.1,1441387,10.2,97360,93
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Illinois,2005,2013,2020,33161,25146,0,109329,21375,514,17485,6,12609903,1484992,48400,
Illinois,2006,2013,2020,58563,31915,0,200603,31758,678,21639,5.2,12643955,1536133,48670,85
Illinois,2007,2013,2020,57950,29027,104,199367,32172,736,21315,4.6,12695866,1496152,52510,85.7
Illinois,2008,2013,2020,60523,28240,88,199953,31471,709,22205,5.6,12747038,1529235,53250,85.9
Illinois,2009,2013,2020,60297,22817,0,186162,28905,690,21271,8.2,12796778,1671343,52870,86.4
Illinois,2010,2013,2020,75159,28433,62,233973,32090,700,20158,11.3,12840545,1732129,50730,86.9
Illinois,2011,2013,2020,75889,29082,122,230863,29820,780,20046,9.5,12867783,1871484,50640,87.2
Illinois,2012,2013,2020,69149,25955,0,228304,29058,768,19280,9.3,12883029,1847371,51740,87.6
Illinois,2013,2013,2020,58056,20750,0,211135,27744,719,17715,9.2,12895778,1841996,53940,87.8
Illinois,2014,2013,2020,49394,17609,59,195417,26892,679,15099,8.3,12885092,1802337,54920,88.2
Illinois,2015,2013,2020,45565,17428,30,186908,28406,747,14904,6.1,12859585,1702210,60410,88.6
Illinois,2016,2013,2020,46496,19473,80,189011,31361,1052,17566,6.2,12821709,1620974,61390,88.8
Illinois,2017,2013,2020,42136,20478,515,187119,31333,1467,17336,5.3,12779893,1568670,65970,89.1
Illinois,2018,2013,2020,38385,19535,676,183544,30967,897,14258,4.5,12724685,1509348,70150,89.5
Illinois,2019,2013,2020,33156,18496,685,176365,32151,844,12513,4.6,12667017,1415838,74400,89.8
Illinois,2020,2013,2020,28632,20384,867,143798,33313,1122,12021,3.7,12799088,1351159,74330,90.4
Illinois,2021,2013,2020,13377,12457,14261,63985,11205,583,6205,7.2,12700641,1493042,79250,90.2
Illinois,2022,2013,2020,21044,31706,18841,123180,15823,898,11348,4.8,12621821,1465724,78020,90.4
Illinois,2023,2013,2020,26979,41667,23206,133323,16978,814,13583,4.4,12642259,1424894,87820,90.6
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Louisiana,2005,2017,,34572,12850,0,98835,17174,400,4846,5.6,4576628,20.2,37240,80.5
Louisiana,2006,2017,,43395,14988,0,103925,20992,536,5594,4.6,4302665,19.4,36490,79.4
Louisiana,2007,2017,,44818,14943,130,112527,22215,612,6123,4.1,4375581,18.8,41310,79.9
Louisiana,2008,2017,,42807,13058,297,104759,20340,530,5983,4.1,4435586,17.6,39560,81.2
Louisiana,2009,2017,,44145,11167,295,107025,19074,518,5921,6,4491648,17.6,45430,82.2
Louisiana,2010,2017,,43696,9742,447,105646,17300,497,5161,7,4544635,18.8,39300,81.9
Louisiana,2011,2017,,43501,8822,0,106995,17143,503,5058,7.7,4576244,20.5,40660,82.5
Louisiana,2012,2017,,40201,7625,7,107540,14925,485,5290,7.1,4602067,20.1,39090,83
Louisiana,2013,2017,,40002,8999,52,111378,15724,490,5422,6.6,4626040,20,46430,83.1
Louisiana,2014,2017,,37151,9344,225,108884,16630,465,5603,5.6,4645938,19.9,42410,83.6
Louisiana,2015,2017,,34822,9431,246,110428,17117,487,5503,6.7,4666998,19.5,45920,84.6
Louisiana,2016,2017,,34150,10040,233,107620,18254,552,5532,6,4681346,20.1,42200,84.4
Louisiana,2017,2017,,33184,10839,6065,108951,17705,571,5259,5.8,4673673,19.6,43570,85.1
Louisiana,2018,2017,,29977,11320,6590,105557,17219,523,4483,4.7,4664450,18.7,49970,85.8
Louisiana,2019,2017,,25656,10514,8241,105763,18221,530,3909,4.7,4658285,18.8,51710,86
Louisiana,2020,2017,,22287,11551,9636,91620,21884,727,3492,4.7,4652301,17.8,51190,86.9
Louisiana,2021,2017,,21203,12208,24565,73703,22265,822,2630,7,4627971,19.5,57210,86.7
Louisiana,2022,2017,,20875,13466,25025,81352,20610,710,2950,3.9,4593687,18.6,58320,87.3
Louisiana,2023,2017,,19137,16893,23281,76155,18813,645,2328,3.6,4588071,18.9,57650,87.8
,,,,,,,,,,,,,,,
Maine,2005,1999,2016,6259,1337,0,24055,809,19,322,4.8,1318787,12.3,43920,89
Maine,2006,1999,2016,6836,1346,0,25462,786,23,383,4.7,1323619,12.7,45640,88.7
Maine,2007,1999,2016,6745,1276,0,24228,804,20,349,4.6,1327040,12.2,47890,89.4
Maine,2008,1999,2016,6559,1179,0,24695,829,31,333,4.7,1330509,12.6,47230,89.7
Maine,2009,1999,2016,6742,1022,0,23959,796,26,399,7.4,1329590,12.6,47500,90.2
Maine,2010,1999,2016,7379,990,37,24578,796,24,412,8.7,1327651,13.1,47930,90.3
Maine,2011,1999,2016,7865,1078,43,24886,848,26,370,8.1,1328473,14.2,49690,90.9
Maine,2012,1999,2016,7477,991,0,24926,808,26,420,7.3,1328094,14.4,49160,91.6
Maine,2013,1999,2016,6483,911,5,23064,909,24,335,7.1,1328543,14,54960,91.8
Maine,2014,1999,2016,5035,801,0,20591,889,21,304,6.1,1331217,14,51710,91.7
Maine,2015,1999,2016,4694,814,0,18853,931,23,311,4.9,1329098,13.2,50760,91.7
Maine,2016,1999,2016,4003,773,0,17118,948,20,268,4,1332348,12.3,50860,92.3
Maine,2017,1999,2016,3337,793,1061,16012,868,23,249,3.5,1335743,11.3,53320,92.3
Maine,2018,1999,2016,2712,777,1144,14711,802,23,228,3.1,1340123,11.6,58660,93
Maine,2019,1999,2016,2361,728,2468,13707,829,23,193,3.1,1345770,10.9,66550,93.2
Maine,2020,1999,2016,2029,867,2317,12787,794,23,171,3.2,1364571,10.6,63690,93.6
Maine,2021,1999,2016,1811,901,3815,12989,851,20,160,4.4,1378931,11.2,71140,94.5
Maine,2022,1999,2016,1614,997,3535,14307,837,29,141,3.7,1390922,10.9,75160,94.6
Maine,2023,1999,2016,1556,1110,4024,13102,792,60,164,2.5,1399646,10.5,75740,94.9
,,,,,,,,,,,,,,,
Maryland,2005,2014,2022,35921,34070,0,128483,23173,552,14378,4.4,5592379,8.3,60510,87
Maryland,2006,2014,2022,37457,30522,0,127497,22011,546,14375,3.7,5627367,8,63670,87.1
Maryland,2007,2014,2022,37095,28393,0,127308,21072,554,13258,3.7,5653408,8.3,65630,87.4
Maryland,2008,2014,2022,38849,25333,0,133983,20570,493,13203,3.3,5684965,8.2,63710,88
Maryland,2009,2014,2022,36905,19619,0,125771,20022,440,12007,6.1,5730388,9.2,64190,88.2
Maryland,2010,2014,2022,36704,18027,0,118578,18899,426,11054,8,5788784,9.9,64200,88.1
Maryland,2011,2014,2022,35781,16067,0,114867,16867,399,10338,7.4,5840241,10.2,68880,88.9
Maryland,2012,2014,2022,33472,14495,0,113748,16303,373,10173,7,5888375,10.4,71840,89.1
Maryland,2013,2014,2022,31374,13232,0,109946,15753,381,9862,6.8,5925197,10.2,69350,89.1
Maryland,2014,2014,2022,27886,13011,0,107926,15035,362,9515,6,5960064,10.4,76170,89.6
Maryland,2015,2014,2022,25145,12820,0,96326,14828,540,9553,5.4,5988528,9.9,73590,89.6
Maryland,2016,2014,2022,24822,13852,0,100843,15824,534,10824,4.5,6007014,9.7,73760,90.1
Maryland,2017,2014,2022,23339,13289,4818,96785,16773,553,11109,4.2,6028186,9.4,82090,89.9
Maryland,2018,2014,2022,18944,12158,5142,91984,16150,492,9720,4.1,6042153,9.1,86220,90.5
Maryland,2019,2014,2022,16881,11296,5355,90002,15814,546,9215,3.6,6054954,9.1,95570,90.4
Maryland,2020,2014,2022,14916,10634,3042,72426,15133,571,7262,3.3,6177935,9,94790,91.1
Maryland,2021,2014,2022,6839,7667,16417,39515,9227,403,4197,6.4,6179403,10.3,97330,91.1
Maryland,2022,2014,2022,12231,14392,23506,78164,16209,607,7282,3.5,6192440,9.8,108200,91.4
Maryland,2023,2014,2022,12253,34537,17494,86580,16587,529,8118,2.3,6217062,9.7,102000,91.2
,,,,,,,,,,,,,,,
